6.91,64.08,8.98,T3
9.09,37.02,33.73,T3
4.08,45.27,32.54,T2
9.54,56.89,18.61,T2
6.82,82.02,46.03,T3
4.73,33.9,7.89,T1
0.1,89.49,27.46,T2
4.07,6.45,32.0,T1
6.77,57.15,42.99,T1
8.54,66.82,32.23,T2
7.11,63.47,5.57,T1
7.22,77.21,26.71,T1
6.6,47.65,2.0,T2
1.65,80.68,49.65,T2
3.67,10.25,28.29,T3
6.5,18.98,37.2,T1
4.48,80.51,9.96,T3
8.46,31.1,29.33,T2
2.09,90.09,15.96,T3
4.68,47.95,11.1,T1
3.98,81.84,17.22,T2
7.83,21.34,18.76,T1
8.5,20.1,25.58,T1
9.72,38.34,0.9,T1
2.61,18.01,29.98,T2
2.34,30.8,37.59,T1
2.63,89.34,46.64,T1
3.28,85.12,3.73,T1
2.26,26.87,17.99,T1
3.63,57.5,33.92,T2
4.83,68.38,41.63,T3
9.96,91.14,48.05,T3
3.97,74.48,46.55,T2
1.99,68.46,30.52,T2
4.04,59.17,16.38,T1
6.63,56.29,37.5,T2
1.34,69.15,47.19,T3
1.17,10.06,48.22,T3
4.74,6.25,3.54,T3
5.2,3.42,6.0,T3
4.75,89.76,13.39,T1
9.63,34.92,36.1,T3
3.31,29.58,29.91,T1
1.47,5.64,34.81,T1
4.43,28.0,41.44,T1
5.75,7.77,26.17,T2
1.54,79.2,17.1,T2
9.47,47.72,47.06,T1
5.55,36.12,0.39,T3
6.43,72.69,15.67,T1
5.11,11.97,15.43,T1
5.33,28.32,32.02,T3
6.47,89.54,49.98,T3
6.09,63.9,4.98,T3
5.93,53.59,38.21,T3
9.57,21.59,19.05,T1
6.22,54.31,23.19,T2
9.45,32.92,14.75,T3
1.7,53.43,2.24,T3
0.54,28.08,20.58,T2
8.16,65.82,3.02,T3
7.33,47.63,3.74,T2
1.58,79.19,48.24,T2
8.11,66.8,45.42,T1
2.69,50.35,8.6,T2
6.53,86.94,26.75,T1
5.23,77.71,21.85,T1
